"","year","location_abbr","state","effective_date","geo_location"
"29793",2014,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"29794",2014,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"29795",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"29796",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"29797",2014,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"29798",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"29799",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"29800",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"29801",2014,"AL","alabama","8/1/2013","(32.84057112200048, -86.63186076199969)"
"29802",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"29803",2014,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"29804",2014,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"29805",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"29806",2014,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"29807",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"29808",2014,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"29809",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29810",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"29811",2014,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"29812",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"29813",2014,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"29814",2014,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"29815",2014,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"29816",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"29817",2014,"CA","california","9/27/2010","(37.63864012300047, -120.99999953799971)"
"29818",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"29819",2014,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"29820",2014,"DE","delaware","6/12/2014","(39.008830667000495, -75.57774116799965)"
"29821",2014,"WV","west virginia","6/6/2014","(38.66551020200046, -80.71264013499967)"
"29822",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"29823",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"29824",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"29825",2014,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"29826",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"29827",2014,"MN","minnesota","8/1/2010","(46.35564873600049, -94.79420050299967)"
"29828",2014,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"29829",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"29830",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"29831",2014,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"29832",2014,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"29833",2014,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"29834",2014,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"29835",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"29836",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"29837",2014,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"29838",2014,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"29839",2014,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"29840",2014,"TN","tennessee","7/1/2011","(35.68094058000048, -85.77449091399967)"
"29841",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"29842",2014,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"29843",2014,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"29844",2014,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"29845",2014,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"29846",2014,"NY","new york",NA,"(42.82700103200045, -75.54397042699964)"
"29847",2014,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"29848",2014,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"29849",2014,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"29850",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29851",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"29852",2014,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"29853",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"29854",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"29855",2014,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"29856",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"29857",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"29858",2014,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"29859",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"29860",2014,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"29861",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"29862",2014,"RI","rhode island","7/1/2014","(41.70828019300046, -71.52247031399963)"
"29863",2014,"MS","mississippi","7/1/2013","(32.745510099000455, -89.53803082499968)"
"29864",2014,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"29865",2014,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"29866",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"29867",2014,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"29868",2014,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"29869",2014,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"29870",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"29871",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"29872",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"29873",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"29874",2014,"IL","illinois","1/1/2014","(40.48501028300046, -88.99771017799969)"
"29875",2014,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"29876",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"29877",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29878",2014,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"29879",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29880",2014,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"29881",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"29882",2014,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"29883",2014,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"29884",2014,"MD","maryland","10/1/2012","(39.29058096400047, -76.60926011099963)"
"29885",2014,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"29886",2014,"WY","wyoming","3/13/2013","(43.23554134300048, -108.10983035299967)"
"29887",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29888",2014,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"29889",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29890",2014,"ID","idaho",NA,"(43.682630005000476, -114.3637300419997)"
"29891",2014,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"29892",2014,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"29893",2014,"SD","south dakota","7/1/2014","(44.353130053000484, -100.3735306369997)"
"29894",2014,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"29895",2014,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"29896",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"29897",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29898",2014,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"29899",2014,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"29900",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"29901",2014,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"29902",2014,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"29903",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"29904",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"29905",2014,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"29906",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"29907",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"29908",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"29909",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"29910",2014,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"29911",2014,"MN","minnesota","8/1/2010","(46.35564873600049, -94.79420050299967)"
"29912",2014,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"29913",2014,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"29914",2014,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"29915",2014,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"29916",2014,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"29917",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"29918",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"29919",2014,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"29920",2014,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"29921",2014,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"29922",2014,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"29923",2014,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"29924",2014,"SD","south dakota","7/1/2014","(44.353130053000484, -100.3735306369997)"
"29925",2014,"IN","indiana",NA,"(39.766910452000445, -86.14996019399968)"
"29926",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"29927",2014,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"29928",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"29929",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29930",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"29931",2014,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"29932",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"29933",2014,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"29934",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"29935",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"29936",2014,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"29937",2014,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"29938",2014,"VA","virginia","7/1/2014","(37.54268067400045, -78.45789046299967)"
"29939",2014,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"29940",2014,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"29941",2014,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"29942",2014,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"29943",2014,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"29944",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"29945",2014,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"29946",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"29947",2014,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"29948",2014,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"29949",2014,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"29950",2014,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"29951",2014,"VT","vermont","5/3/2013","(43.62538123900049, -72.51764079099962)"
"29952",2014,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"29953",2014,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"29954",2014,"DE","delaware","6/12/2014","(39.008830667000495, -75.57774116799965)"
"29955",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"29956",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"29957",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29958",2014,"MS","mississippi","7/1/2013","(32.745510099000455, -89.53803082499968)"
"29959",2014,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"29960",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"29961",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"29962",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29963",2014,"AK","alaska","8/22/2012","(64.84507995700051, -147.72205903599973)"
"29964",2014,"DE","delaware","6/12/2014","(39.008830667000495, -75.57774116799965)"
"29965",2014,"DE","delaware","6/12/2014","(39.008830667000495, -75.57774116799965)"
"29966",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"29967",2014,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"29968",2014,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"29969",2014,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"29970",2014,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"29971",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"29972",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"29973",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29974",2014,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"29975",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"29976",2014,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"29977",2014,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"29978",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29979",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"29980",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"29981",2014,"IN","indiana",NA,"(39.766910452000445, -86.14996019399968)"
"29982",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"29983",2014,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"29984",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"29985",2014,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"29986",2014,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"29987",2014,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"29988",2014,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"29989",2014,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"29990",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"29991",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"29992",2014,"NY","new york",NA,"(42.82700103200045, -75.54397042699964)"
"29993",2014,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"29994",2014,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"29995",2014,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"29996",2014,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"29997",2014,"SD","south dakota","7/1/2014","(44.353130053000484, -100.3735306369997)"
"29998",2014,"ID","idaho",NA,"(43.682630005000476, -114.3637300419997)"
"29999",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"30000",2014,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"30001",2014,"WA","washington","7/28/2013","(47.52227862900048, -120.47001078999972)"
"30002",2014,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"30003",2014,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"30004",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"30005",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"30006",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"30007",2014,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"30008",2014,"AL","alabama","8/1/2013","(32.84057112200048, -86.63186076199969)"
"30009",2014,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"30010",2014,"AK","alaska","8/22/2012","(64.84507995700051, -147.72205903599973)"
"30011",2014,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"30012",2014,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"30013",2014,"RI","rhode island","7/1/2014","(41.70828019300046, -71.52247031399963)"
"30014",2014,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"30015",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"30016",2014,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"30017",2014,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"30018",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"30019",2014,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"30020",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"30021",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"30022",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"30023",2014,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"30024",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"30025",2014,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"30026",2014,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"30027",2014,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"30028",2014,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"30029",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"30030",2014,"WV","west virginia","6/6/2014","(38.66551020200046, -80.71264013499967)"
"30031",2014,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
"30032",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"30033",2014,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"30034",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"30035",2014,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"30036",2014,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"30037",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"30038",2014,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"30039",2014,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"30040",2014,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"30041",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"30042",2014,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"30043",2014,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"30044",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"30045",2014,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"30046",2014,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"30047",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"30048",2014,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"30049",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"30050",2014,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"30051",2014,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"30052",2014,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"30053",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"30054",2014,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"30055",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"30056",2014,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"30057",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"30058",2014,"GA","georgia","7/1/2014","(32.83968109300048, -83.62758034599966)"
"30059",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"30060",2014,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"30061",2014,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"30062",2014,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"30063",2014,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"30064",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"30065",2014,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"30066",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"30067",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"30068",2014,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"30069",2014,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"30070",2014,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"30071",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"30072",2014,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"30073",2014,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"30074",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"30075",2014,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"30076",2014,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"30077",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"30078",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"30079",2014,"SC","south carolina",NA,"(33.998821303000454, -81.04537120699968)"
"30080",2014,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"30081",2014,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"30082",2014,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"30083",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"30084",2014,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"30085",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"30086",2014,"NE","nebraska","4/19/2014","(41.6410409880005, -99.36572062299967)"
"30087",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"30088",2014,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"30089",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"30090",2014,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"30091",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"30092",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"30093",2014,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"30094",2014,"OH","ohio","8/2/2014","(40.06021014100048, -82.40426005599966)"
"30095",2014,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"30096",2014,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"30097",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"30098",2014,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"30099",2014,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"30100",2014,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"30101",2014,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"30102",2014,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"30103",2014,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"30104",2014,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"30105",2014,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"30106",2014,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"30107",2014,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"30108",2014,"IN","indiana",NA,"(39.766910452000445, -86.14996019399968)"
"30109",2014,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"30110",2014,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"30111",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"30112",2014,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"30113",2014,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"30114",2014,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"30115",2014,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"30116",2014,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"30117",2014,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"30118",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"30119",2014,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
"30120",2014,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
"30121",2014,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"30122",2014,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"30123",2014,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"30124",2014,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"30125",2014,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"30126",2014,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"30127",2014,"VT","vermont","5/3/2013","(43.62538123900049, -72.51764079099962)"
"30128",2014,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"30129",2014,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"30130",2014,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"30131",2014,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"30132",2014,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"30133",2014,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"30134",2014,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"30135",2014,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"30136",2014,"WA","washington","7/28/2013","(47.52227862900048, -120.47001078999972)"
"30137",2014,"CA","california","9/27/2010","(37.63864012300047, -120.99999953799971)"
